Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2024 00:00,Russia,Siberia,RU-2,322.58,447.07,44.05,43.78,so-ups.ru
01/02/2024 00:00,Russia,Siberia,RU-2,320.04,443.78,44.51,44.28,so-ups.ru
01/03/2024 00:00,Russia,Siberia,RU-2,287.75,401.41,50.08,49.81,so-ups.ru
01/04/2024 00:00,Russia,Siberia,RU-2,284.28,397.43,50.64,50.38,so-ups.ru
01/05/2024 00:00,Russia,Siberia,RU-2,220.94,314.2,61.71,61.56,so-ups.ru
01/06/2024 00:00,Russia,Siberia,RU-2,201.56,287.29,65.15,64.95,so-ups.ru
01/07/2024 00:00,Russia,Siberia,RU-2,225.82,318.79,60.87,60.5,so-ups.ru
01/08/2024 00:00,Russia,Siberia,RU-2,226.62,320.21,60.74,60.41,so-ups.ru
01/09/2024 00:00,Russia,Siberia,RU-2,265.37,371.56,53.99,53.66,so-ups.ru
01/10/2024 00:00,Russia,Siberia,RU-2,283.25,394.53,50.91,50.54,so-ups.ru
01/11/2024 00:00,Russia,Siberia,RU-2,328.16,453.96,43.09,42.73,so-ups.ru
01/12/2024 00:00,Russia,Siberia,RU-2,350.63,482.95,39.26,38.86,so-ups.ru
