Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2024 00:00,Malaysia,Malaysia,MY,463.63,537.01,22.27,22.27,
01/02/2024 00:00,Malaysia,Malaysia,MY,462.55,539.21,20.27,20.27,
01/03/2024 00:00,Malaysia,Malaysia,MY,484.19,560.83,18.26,18.26,
01/04/2024 00:00,Malaysia,Malaysia,MY,498.27,574.88,16.67,16.67,
01/05/2024 00:00,Malaysia,Malaysia,MY,507.36,583.85,15.75,15.75,
01/06/2024 00:00,Malaysia,Malaysia,MY,505.53,581.48,16.22,16.22,
01/07/2024 00:00,Malaysia,Malaysia,MY,495.09,572.51,16.43,16.43,
01/08/2024 00:00,Malaysia,Malaysia,MY,503.58,580.26,16.32,16.32,
01/09/2024 00:00,Malaysia,Malaysia,MY,514.21,589.07,16.09,16.09,
01/10/2024 00:00,Malaysia,Malaysia,MY,491.65,567.9,17.58,17.58,
01/11/2024 00:00,Malaysia,Malaysia,MY,499.69,572.85,18.64,18.64,
01/12/2024 00:00,Malaysia,Malaysia,MY,484.7,555.77,21.61,21.61,
