Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2024 00:00,Sweden,Sweden,SE,10.64,32.46,98.67,71.88,entsoe.eu
01/02/2024 00:00,Sweden,Sweden,SE,4.22,23.89,99.48,69.28,entsoe.eu
01/03/2024 00:00,Sweden,Sweden,SE,5.07,26.86,99.41,67.84,entsoe.eu
01/04/2024 00:00,Sweden,Sweden,SE,5.83,27.85,99.34,69.85,entsoe.eu
01/05/2024 00:00,Sweden,Sweden,SE,3.6,22.5,99.63,69.74,entsoe.eu
01/06/2024 00:00,Sweden,Sweden,SE,3.42,21,99.6,67.24,entsoe.eu
01/07/2024 00:00,Sweden,Sweden,SE,2.77,19.75,99.67,65.3,entsoe.eu
01/08/2024 00:00,Sweden,Sweden,SE,1.83,16.8,99.79,62.61,entsoe.eu
01/09/2024 00:00,Sweden,Sweden,SE,1,15.19,99.89,69.82,entsoe.eu
01/10/2024 00:00,Sweden,Sweden,SE,1.32,15.58,99.84,69.71,entsoe.eu
01/11/2024 00:00,Sweden,Sweden,SE,2.93,20.85,99.63,71.99,entsoe.eu
01/12/2024 00:00,Sweden,Sweden,SE,2.62,20.76,99.67,72.88,entsoe.eu
