Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2022 00:00,Greece,Greece,GR,373.94,434.73,44.22,42.64,entsoe.eu
01/02/2022 00:00,Greece,Greece,GR,390.81,455.3,39.56,37.5,entsoe.eu
01/03/2022 00:00,Greece,Greece,GR,411.13,476.18,38.32,37.4,entsoe.eu; Electricity Maps Estimation
01/04/2022 00:00,Greece,Greece,GR,277.39,329.73,56.37,53.41,entsoe.eu; Electricity Maps Estimation
01/05/2022 00:00,Greece,Greece,GR,314.4,375.26,48.93,47.15,entsoe.eu; Electricity Maps Estimation
01/06/2022 00:00,Greece,Greece,GR,361.06,423.87,44.96,43.05,entsoe.eu
01/07/2022 00:00,Greece,Greece,GR,391.34,455.43,41.88,41.05,entsoe.eu
01/08/2022 00:00,Greece,Greece,GR,438.95,505.15,36.96,36.23,entsoe.eu; Electricity Maps Estimation
01/09/2022 00:00,Greece,Greece,GR,370.45,430.54,44.77,42.34,entsoe.eu; Electricity Maps Estimation
01/10/2022 00:00,Greece,Greece,GR,312.29,364.95,54.94,53.54,entsoe.eu; Electricity Maps Estimation
01/11/2022 00:00,Greece,Greece,GR,356.17,417.21,44.86,43.09,entsoe.eu; Electricity Maps Estimation
01/12/2022 00:00,Greece,Greece,GR,412.23,479.03,37.45,35.76,entsoe.eu; Electricity Maps Estimation
