Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2021 00:00,USA,USA,US,380.4,443.94,40.72,19.43,
01/02/2021 00:00,USA,USA,US,410.23,474.56,38.61,18.58,
01/03/2021 00:00,USA,USA,US,340.2,399.97,45.95,24.61,
01/04/2021 00:00,USA,USA,US,336.66,398.88,44.8,24.7,
01/05/2021 00:00,USA,USA,US,346.23,408.3,44.44,23.78,
01/06/2021 00:00,USA,USA,US,396.8,464.99,36.64,18.55,
01/07/2021 00:00,USA,USA,US,423.4,493.99,32.97,15.34,
01/08/2021 00:00,USA,USA,US,417.37,487.71,33.59,16.17,
01/09/2021 00:00,USA,USA,US,389.41,456.09,37.75,18.38,
01/10/2021 00:00,USA,USA,US,365.63,432.35,39.13,20.36,
01/11/2021 00:00,USA,USA,US,345.08,408.75,42.81,21.86,
01/12/2021 00:00,USA,USA,US,335.59,398.01,44.47,22.62,
