Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2024 00:00,Poland,Poland,PL,672.62,731.16,30.82,29.75,entsoe.eu
01/02/2024 00:00,Poland,Poland,PL,653.08,710.47,32.85,31.36,entsoe.eu
01/03/2024 00:00,Poland,Poland,PL,665.88,724.51,31.81,30.38,entsoe.eu
01/04/2024 00:00,Poland,Poland,PL,630.26,685.32,36.44,35.38,entsoe.eu
01/05/2024 00:00,Poland,Poland,PL,613.1,667.94,39.58,38.36,entsoe.eu
01/06/2024 00:00,Poland,Poland,PL,626.92,686.72,35.67,34.33,entsoe.eu
01/07/2024 00:00,Poland,Poland,PL,607.6,669.1,34.99,33.21,entsoe.eu
01/08/2024 00:00,Poland,Poland,PL,613.23,676.09,34.08,32.83,entsoe.eu
01/09/2024 00:00,Poland,Poland,PL,592.8,654.04,35.69,35.02,entsoe.eu
01/10/2024 00:00,Poland,Poland,PL,645.65,709.33,30.27,28.82,entsoe.eu
01/11/2024 00:00,Poland,Poland,PL,686.9,753.36,25.26,24.18,entsoe.eu
01/12/2024 00:00,Poland,Poland,PL,690.29,755.18,25.82,25.02,entsoe.eu
