Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2024-01-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-02-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-03-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-04-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-05-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-06-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-07-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-08-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-09-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-10-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-11-01 00:00:00,Hong Kong,Hong Kong,HK,360.00,435.36,28.00,0.00,Electricity Maps Estimation
2024-12-01 00:00:00,Hong Kong,Hong Kong,HK,393.13,474.38,21.58,0.16,Electricity Maps Estimation
