Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2021 00:00,Hungary,Hungary,HU,272.91,322.17,57.58,15.77,entsoe.eu
01/02/2021 00:00,Hungary,Hungary,HU,254.16,300.78,61.26,20.84,entsoe.eu
01/03/2021 00:00,Hungary,Hungary,HU,244.64,289.12,63.18,18.75,entsoe.eu
01/04/2021 00:00,Hungary,Hungary,HU,239.74,282.65,65.37,19.75,entsoe.eu
01/05/2021 00:00,Hungary,Hungary,HU,216.11,256.12,68.76,29.14,entsoe.eu
01/06/2021 00:00,Hungary,Hungary,HU,216.97,258.21,68.53,24.33,entsoe.eu
01/07/2021 00:00,Hungary,Hungary,HU,242.2,282.91,66.37,23.88,entsoe.eu
01/08/2021 00:00,Hungary,Hungary,HU,239.74,278.81,67.28,24.09,entsoe.eu
01/09/2021 00:00,Hungary,Hungary,HU,275.7,316.89,62.49,16.7,entsoe.eu
01/10/2021 00:00,Hungary,Hungary,HU,291.25,336.5,59.95,17.49,entsoe.eu
01/11/2021 00:00,Hungary,Hungary,HU,313.9,367.04,53.41,14.48,entsoe.eu
01/12/2021 00:00,Hungary,Hungary,HU,306.81,357.41,54.55,13.91,entsoe.eu
