Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2023 00:00,Luxembourg,Luxembourg,LU,253.16,314.01,66.95,54.55,entsoe.eu
01/02/2023 00:00,Luxembourg,Luxembourg,LU,280.89,347.01,62.02,51.51,entsoe.eu
01/03/2023 00:00,Luxembourg,Luxembourg,LU,215.28,275.89,70.24,59.34,entsoe.eu
01/04/2023 00:00,Luxembourg,Luxembourg,LU,196.24,257.25,72.58,61.06,entsoe.eu
01/05/2023 00:00,Luxembourg,Luxembourg,LU,150.67,210.11,78.21,64.89,entsoe.eu
01/06/2023 00:00,Luxembourg,Luxembourg,LU,176.41,238.45,74.24,61.73,entsoe.eu
01/07/2023 00:00,Luxembourg,Luxembourg,LU,148.24,208.07,78.04,65.16,entsoe.eu; Electricity Maps Estimation
01/08/2023 00:00,Luxembourg,Luxembourg,LU,193.29,259.29,72.74,60.59,entsoe.eu; Electricity Maps Estimation
01/09/2023 00:00,Luxembourg,Luxembourg,LU,226.01,290.88,70.85,60.2,entsoe.eu
01/10/2023 00:00,Luxembourg,Luxembourg,LU,216.66,274.54,72.55,64.43,entsoe.eu; Electricity Maps Estimation
01/11/2023 00:00,Luxembourg,Luxembourg,LU,227.5,281.03,69.95,60.29,entsoe.eu
01/12/2023 00:00,Luxembourg,Luxembourg,LU,241.03,296.66,68.02,60.43,entsoe.eu
