Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2022 00:00,Spain,Spain,ES,182.29,236.77,64.21,41.95,entsoe.eu
01/02/2022 00:00,Spain,Spain,ES,167.56,219.89,66.76,40.92,entsoe.eu
01/03/2022 00:00,Spain,Spain,ES,154.69,202.89,70.75,47.99,entsoe.eu
01/04/2022 00:00,Spain,Spain,ES,140.2,185.76,74.27,52.57,entsoe.eu
01/05/2022 00:00,Spain,Spain,ES,142.08,189.92,72.52,52.45,entsoe.eu
01/06/2022 00:00,Spain,Spain,ES,189.82,247.81,62.46,41.58,entsoe.eu
01/07/2022 00:00,Spain,Spain,ES,195.81,255.21,60.41,40.04,entsoe.eu
01/08/2022 00:00,Spain,Spain,ES,191.17,248.91,61.56,40.12,entsoe.eu
01/09/2022 00:00,Spain,Spain,ES,187.47,245.01,61.5,39.98,entsoe.eu
01/10/2022 00:00,Spain,Spain,ES,178.86,236.84,61.77,41.93,entsoe.eu
01/11/2022 00:00,Spain,Spain,ES,138.28,186.44,70.91,50.19,entsoe.eu
01/12/2022 00:00,Spain,Spain,ES,142.03,186.14,73.53,49.84,entsoe.eu
