Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2023 00:00,Thailand,Thailand,TH,382.06,501.59,18.35,18.35,Electricity Maps Estimation
01/02/2023 00:00,Thailand,Thailand,TH,389.9,508.89,17.18,17.18,Electricity Maps Estimation
01/03/2023 00:00,Thailand,Thailand,TH,385.81,505.4,17.38,17.38,Electricity Maps Estimation
01/04/2023 00:00,Thailand,Thailand,TH,385.92,504.61,17.22,17.22,Electricity Maps Estimation
01/05/2023 00:00,Thailand,Thailand,TH,382.63,501.56,18.11,18.11,Electricity Maps Estimation
01/06/2023 00:00,Thailand,Thailand,TH,378.82,497.87,18.78,18.78,Electricity Maps Estimation
01/07/2023 00:00,Thailand,Thailand,TH,366.77,484.68,20.73,20.73,Electricity Maps Estimation
01/08/2023 00:00,Thailand,Thailand,TH,377.9,497.1,18.75,18.75,Electricity Maps Estimation
01/09/2023 00:00,Thailand,Thailand,TH,377.09,497.11,18.47,18.47,Electricity Maps Estimation
01/10/2023 00:00,Thailand,Thailand,TH,380.02,499.34,18.57,18.57,Electricity Maps Estimation
01/11/2023 00:00,Thailand,Thailand,TH,380.79,500.4,18.41,18.41,Electricity Maps Estimation
01/12/2023 00:00,Thailand,Thailand,TH,380.44,499.96,18.28,18.28,Electricity Maps Estimation
