Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2022 00:00,India,Western India,IN-WE,706.41,765.29,6.18,4.08,Electricity Maps Estimation
01/02/2022 00:00,India,Western India,IN-WE,704.72,763.55,6.35,4.22,Electricity Maps Estimation
01/03/2022 00:00,India,Western India,IN-WE,695.2,753.48,7.64,4.97,Electricity Maps Estimation
01/04/2022 00:00,India,Western India,IN-WE,698.02,756.54,7.19,4.75,Electricity Maps Estimation
01/05/2022 00:00,India,Western India,IN-WE,697.17,755.17,7.58,5.06,Electricity Maps Estimation
01/06/2022 00:00,India,Western India,IN-WE,697.63,755.7,7.47,5.02,Electricity Maps Estimation
01/07/2022 00:00,India,Western India,IN-WE,670.26,726.57,11.39,8.59,Electricity Maps Estimation
01/08/2022 00:00,India,Western India,IN-WE,648.64,703.84,14.27,11.28,Electricity Maps Estimation
01/09/2022 00:00,India,Western India,IN-WE,655.77,711.13,13.49,10.68,Electricity Maps Estimation
01/10/2022 00:00,India,Western India,IN-WE,675.65,731.94,10.8,7.83,Electricity Maps Estimation
01/11/2022 00:00,India,Western India,IN-WE,710.96,769.2,6.01,3.7,Electricity Maps Estimation
01/12/2022 00:00,India,Western India,IN-WE,708.93,767.1,6.32,4,Electricity Maps Estimation
