Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2022 00:00,Slovenia,Slovenia,SI,298.11,324.61,65.41,35.83,entsoe.eu
01/02/2022 00:00,Slovenia,Slovenia,SI,303.86,332,64.51,34.55,entsoe.eu
01/03/2022 00:00,Slovenia,Slovenia,SI,350.11,376.99,60.13,29.52,entsoe.eu
01/04/2022 00:00,Slovenia,Slovenia,SI,231.22,254.55,73.53,42.14,entsoe.eu
01/05/2022 00:00,Slovenia,Slovenia,SI,198.11,218.48,78.19,47.94,entsoe.eu
01/06/2022 00:00,Slovenia,Slovenia,SI,235.79,254.81,75.11,44.43,Electricity Maps Estimation; entsoe.eu
01/07/2022 00:00,Slovenia,Slovenia,SI,263.02,285.92,70.66,36.19,Electricity Maps Estimation; entsoe.eu
01/08/2022 00:00,Slovenia,Slovenia,SI,289.32,312.07,68.09,29,Electricity Maps Estimation; entsoe.eu
01/09/2022 00:00,Slovenia,Slovenia,SI,216.94,240.6,74.99,38.71,Electricity Maps Estimation; entsoe.eu
01/10/2022 00:00,Slovenia,Slovenia,SI,257.45,292.92,68.01,55.48,Electricity Maps Estimation; entsoe.eu
01/11/2022 00:00,Slovenia,Slovenia,SI,189.68,222.81,74.26,44.99,entsoe.eu
01/12/2022 00:00,Slovenia,Slovenia,SI,212.91,237.76,74.44,41.39,entsoe.eu
