Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2023 00:00,Ireland,Ireland,IE,318.77,388.89,47.83,47.23,Electricity Maps Estimation
01/02/2023 00:00,Ireland,Ireland,IE,299.53,366.39,50.36,49.93,Electricity Maps Estimation
01/03/2023 00:00,Ireland,Ireland,IE,319.49,393.6,46.22,45.54,Electricity Maps Estimation
01/04/2023 00:00,Ireland,Ireland,IE,336.86,414.71,41.72,41.02,Electricity Maps Estimation
01/05/2023 00:00,Ireland,Ireland,IE,387.56,478.2,31.52,29.72,Electricity Maps Estimation
01/06/2023 00:00,Ireland,Ireland,IE,401.36,491.87,29.29,27.79,Electricity Maps Estimation
01/07/2023 00:00,Ireland,Ireland,IE,323.99,402.32,42.38,41.19,Electricity Maps Estimation
01/08/2023 00:00,Ireland,Ireland,IE,328.98,406.29,42.11,40.82,Electricity Maps Estimation
01/09/2023 00:00,Ireland,Ireland,IE,346.62,425.2,41.64,40.08,Electricity Maps Estimation
01/10/2023 00:00,Ireland,Ireland,IE,336.34,414.66,43.4,41.57,Electricity Maps Estimation
01/11/2023 00:00,Ireland,Ireland,IE,304.51,373.88,49.68,48.64,Electricity Maps Estimation
01/12/2023 00:00,Ireland,Ireland,IE,245.1,302.63,59.92,59.6,Electricity Maps Estimation
