Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2022 00:00,Israel,Israel,IL,444.64,544.67,5.89,5.89,Electricity Maps Estimation
01/02/2022 00:00,Israel,Israel,IL,448.67,547.89,5.95,5.95,Electricity Maps Estimation
01/03/2022 00:00,Israel,Israel,IL,434.49,533.28,8.04,8.04,Electricity Maps Estimation
01/04/2022 00:00,Israel,Israel,IL,422.09,520.04,10.18,10.18,Electricity Maps Estimation
01/05/2022 00:00,Israel,Israel,IL,408.49,507.54,10.95,10.95,Electricity Maps Estimation
01/06/2022 00:00,Israel,Israel,IL,414.89,514.81,9.66,9.66,Electricity Maps Estimation
01/07/2022 00:00,Israel,Israel,IL,421.01,521.49,8.49,8.49,Electricity Maps Estimation
01/08/2022 00:00,Israel,Israel,IL,430.94,531.43,7.31,7.31,Electricity Maps Estimation
01/09/2022 00:00,Israel,Israel,IL,435.43,535.87,6.78,6.78,Electricity Maps Estimation
01/10/2022 00:00,Israel,Israel,IL,431.38,531.89,7.2,7.2,Electricity Maps Estimation
01/11/2022 00:00,Israel,Israel,IL,437.79,538.04,6.66,6.66,Electricity Maps Estimation
01/12/2022 00:00,Israel,Israel,IL,438.73,538.28,6.93,6.93,Electricity Maps Estimation
