Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2024 00:00,Taiwan,Taiwan,TW,406.91,494.19,19.51,12.24,Electricity Maps Estimation; taipower.com.tw
01/02/2024 00:00,Taiwan,Taiwan,TW,413.24,494.76,22.4,14.73,Electricity Maps Estimation; taipower.com.tw
01/03/2024 00:00,Taiwan,Taiwan,TW,432.89,515.26,20.06,12.92,taipower.com.tw
01/04/2024 00:00,Taiwan,Taiwan,TW,445.59,531.49,16.84,10.22,Electricity Maps Estimation; taipower.com.tw
01/05/2024 00:00,Taiwan,Taiwan,TW,446.14,530.33,17.61,11.02,Electricity Maps Estimation; taipower.com.tw
01/06/2024 00:00,Taiwan,Taiwan,TW,441.6,527.18,17.32,11.36,Electricity Maps Estimation; taipower.com.tw
01/07/2024 00:00,Taiwan,Taiwan,TW,450.88,538.93,15.38,10.66,taipower.com.tw
01/08/2024 00:00,Taiwan,Taiwan,TW,456.47,546.18,13.83,10.92,taipower.com.tw
01/09/2024 00:00,Taiwan,Taiwan,TW,462.81,552.67,13.06,10.1,taipower.com.tw
01/10/2024 00:00,Taiwan,Taiwan,TW,436.79,526.61,15.44,13.41,Electricity Maps Estimation; taipower.com.tw
01/11/2024 00:00,Taiwan,Taiwan,TW,430.7,521.32,15.26,15.26,taipower.com.tw
01/12/2024 00:00,Taiwan,Taiwan,TW,415.14,502.85,17.98,15.22,taipower.com.tw
