Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2023 00:00,USA,USA,US,341.14,404.98,43.15,21.99,
01/02/2023 00:00,USA,USA,US,317.58,381.18,44.98,24.65,
01/03/2023 00:00,USA,USA,US,318.23,382.03,44.82,25.05,
01/04/2023 00:00,USA,USA,US,299.32,362.23,46.9,27.24,
01/05/2023 00:00,USA,USA,US,309.53,375.25,44.66,25.12,
01/06/2023 00:00,USA,USA,US,347.5,417.24,38.99,20.19,
01/07/2023 00:00,USA,USA,US,380.38,453.51,34.54,17.5,
01/08/2023 00:00,USA,USA,US,381.68,454.8,34.28,17.18,
01/09/2023 00:00,USA,USA,US,361.43,432.61,36.84,18.02,
01/10/2023 00:00,USA,USA,US,339.87,407.32,40.68,21.15,
01/11/2023 00:00,USA,USA,US,338.09,404.74,41.5,21.44,
01/12/2023 00:00,USA,USA,US,341.22,408.5,41,20.52,
