Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
01/01/2021 00:00,South Africa,South Africa,ZA,656.23,712.36,15.63,11.58,eskom.co.za
01/02/2021 00:00,South Africa,South Africa,ZA,655.05,712.64,15.47,11.81,eskom.co.za
01/03/2021 00:00,South Africa,South Africa,ZA,669.24,728.06,13.38,9.72,eskom.co.za
01/04/2021 00:00,South Africa,South Africa,ZA,684.27,741.17,12.29,8.65,eskom.co.za
01/05/2021 00:00,South Africa,South Africa,ZA,679.94,737.6,12.49,9.01,eskom.co.za
01/06/2021 00:00,South Africa,South Africa,ZA,672.35,729.04,13.79,9.22,eskom.co.za
01/07/2021 00:00,South Africa,South Africa,ZA,655.06,709.02,16.5,9.72,eskom.co.za
01/08/2021 00:00,South Africa,South Africa,ZA,654.34,708.11,16.46,9.56,eskom.co.za
01/09/2021 00:00,South Africa,South Africa,ZA,644.11,697.1,17.87,11.02,eskom.co.za
01/10/2021 00:00,South Africa,South Africa,ZA,634.36,690.84,18.08,11.32,eskom.co.za
01/11/2021 00:00,South Africa,South Africa,ZA,630.85,686.17,18.7,11.33,eskom.co.za
01/12/2021 00:00,South Africa,South Africa,ZA,618.53,671.56,20.7,13.03,eskom.co.za
